date,bike_model,price,quantity_sold,extended_sales
2021-12-12,Mountain Trail Pro,1250,15,18750
2021-12-12,Gravel Explorer,2200,17,37400
2021-12-12,Roadster GT,2900,10,29000
2021-12-12,Carbon Storm,5000,5,25000
2021-12-12,Titanium Falcon,7500,5,37500
2021-12-12,Speedster Elite,9900,5,49500
2021-12-13,Commuter Swift,495,20,9900
2021-12-13,Urban Rider,350,21,7350
2021-12-13,City Cruiser,400,41,16400
2021-12-13,Mountain Trail Pro,1250,14,17500
2021-12-13,Gravel Explorer,2200,14,30800
2021-12-13,Roadster GT,2900,14,40600
2021-12-13,Carbon Storm,5000,5,25000
2021-12-13,Titanium Falcon,7500,6,45000
2021-12-13,Speedster Elite,9900,7,69300
2021-12-14,Commuter Swift,495,21,10395
2021-12-14,Urban Rider,350,24,8400
2021-12-14,City Cruiser,400,35,14000
2021-12-14,Mountain Trail Pro,1250,12,15000
2021-12-14,Gravel Explorer,2200,16,35200
2021-12-14,Roadster GT,2900,15,43500
2021-12-14,Carbon Storm,5000,5,25000
2021-12-14,Titanium Falcon,7500,4,30000
2021-12-14,Speedster Elite,9900,6,59400
2021-12-15,Commuter Swift,495,22,10890
2021-12-15,Urban Rider,350,25,8750
2021-12-15,City Cruiser,400,35,14000
2021-12-15,Mountain Trail Pro,1250,10,12500
2021-12-15,Gravel Explorer,2200,14,30800
2021-12-15,Roadster GT,2900,12,34800
2021-12-15,Carbon Storm,5000,6,30000
2021-12-15,Titanium Falcon,7500,6,45000
2021-12-15,Speedster Elite,9900,7,69300
2021-12-16,Commuter Swift,495,27,13365
2021-12-16,Urban Rider,350,19,6650
2021-12-16,City Cruiser,400,35,14000
2021-12-16,Mountain Trail Pro,1250,13,16250
2021-12-16,Gravel Explorer,2200,13,28600
2021-12-16,Roadster GT,2900,13,37700
2021-12-16,Carbon Storm,5000,6,30000
2021-12-16,Titanium Falcon,7500,4,30000
2021-12-16,Speedster Elite,9900,5,49500
2021-12-17,Commuter Swift,495,26,12870
2021-12-17,Urban Rider,350,24,8400
2021-12-17,City Cruiser,400,39,15600
2021-12-17,Mountain Trail Pro,1250,14,17500
2021-12-17,Gravel Explorer,2200,15,33000
2021-12-17,Roadster GT,2900,10,29000
2021-12-17,Carbon Storm,5000,4,20000
2021-12-17,Titanium Falcon,7500,6,45000
2021-12-17,Speedster Elite,9900,7,69300
2021-12-18,Commuter Swift,495,22,10890
2021-12-18,Urban Rider,350,24,8400
2021-12-18,City Cruiser,400,37,14800
2021-12-18,Mountain Trail Pro,1250,14,17500
2021-12-18,Gravel Explorer,2200,14,30800
2021-12-18,Roadster GT,2900,10,29000
2021-12-18,Carbon Storm,5000,4,20000
2021-12-18,Titanium Falcon,7500,4,30000
2021-12-18,Speedster Elite,9900,7,69300
2021-12-19,Commuter Swift,495,27,13365
2021-12-19,Urban Rider,350,19,6650
2021-12-19,City Cruiser,400,40,16000
2021-12-19,Mountain Trail Pro,1250,13,16250
2021-12-19,Gravel Explorer,2200,15,33000
2021-12-19,Roadster GT,2900,15,43500
2021-12-19,Carbon Storm,5000,5,25000
2021-12-19,Titanium Falcon,7500,5,37500
2021-12-19,Speedster Elite,9900,6,59400
2021-12-20,Commuter Swift,495,19,9405
2021-12-20,Urban Rider,350,27,9450
2021-12-20,City Cruiser,400,32,12800
2021-12-20,Mountain Trail Pro,1250,10,12500
2021-12-20,Gravel Explorer,2200,15,33000
2021-12-20,Roadster GT,2900,12,34800
2021-12-20,Carbon Storm,5000,6,30000
2021-12-20,Titanium Falcon,7500,4,30000
2021-12-20,Speedster Elite,9900,6,59400
2021-12-21,Commuter Swift,495,27,13365
2021-12-21,Urban Rider,350,19,6650
2021-12-21,City Cruiser,400,32,12800
2021-12-21,Mountain Trail Pro,1250,15,18750
2021-12-21,Gravel Explorer,2200,14,30800
2021-12-21,Roadster GT,2900,14,40600
2021-12-21,Carbon Storm,5000,6,30000
2021-12-21,Titanium Falcon,7500,4,30000
2021-12-21,Speedster Elite,9900,5,49500
2021-12-22,Commuter Swift,495,23,11385
2021-12-22,Urban Rider,350,27,9450
2021-12-22,City Cruiser,400,39,15600
2021-12-22,Mountain Trail Pro,1250,9,11250
2021-12-22,Gravel Explorer,2200,15,33000
2021-12-22,Roadster GT,2900,11,31900
2021-12-22,Carbon Storm,5000,6,30000
2021-12-22,Titanium Falcon,7500,6,45000
2021-12-22,Speedster Elite,9900,6,59400
2021-12-23,Commuter Swift,495,25,12375
2021-12-23,Urban Rider,350,25,8750
2021-12-23,City Cruiser,400,36,14400
2021-12-23,Mountain Trail Pro,1250,11,13750
2021-12-23,Gravel Explorer,2200,16,35200
2021-12-23,Roadster GT,2900,12,34800
2021-12-23,Carbon Storm,5000,4,20000
2021-12-23,Titanium Falcon,7500,4,30000
2021-12-23,Speedster Elite,9900,5,49500
2021-12-24,Commuter Swift,495,23,11385
2021-12-24,Urban Rider,350,21,7350
2021-12-24,City Cruiser,400,36,14400
2021-12-24,Mountain Trail Pro,1250,13,16250
2021-12-24,Gravel Explorer,2200,15,33000
2021-12-24,Roadster GT,2900,13,37700
2021-12-24,Carbon Storm,5000,4,20000
2021-12-24,Titanium Falcon,7500,4,30000
2021-12-24,Speedster Elite,9900,4,39600
2021-12-25,Commuter Swift,495,24,11880
2021-12-25,Urban Rider,350,25,8750
2021-12-25,City Cruiser,400,37,14800
2021-12-25,Mountain Trail Pro,1250,12,15000
2021-12-25,Gravel Explorer,2200,17,37400
2021-12-25,Roadster GT,2900,10,29000
2021-12-25,Carbon Storm,5000,4,20000
2021-12-25,Titanium Falcon,7500,6,45000
2021-12-25,Speedster Elite,9900,6,59400
2021-12-26,Commuter Swift,495,23,11385
2021-12-26,Urban Rider,350,18,6300
2021-12-26,City Cruiser,400,39,15600
2021-12-26,Mountain Trail Pro,1250,11,13750
2021-12-26,Gravel Explorer,2200,15,33000
2021-12-26,Roadster GT,2900,11,31900
2021-12-26,Carbon Storm,5000,5,25000
2021-12-26,Titanium Falcon,7500,5,37500
2021-12-26,Speedster Elite,9900,5,49500
2021-12-27,Commuter Swift,495,23,11385
2021-12-27,Urban Rider,350,19,6650
2021-12-27,City Cruiser,400,40,16000
2021-12-27,Mountain Trail Pro,1250,13,16250
2021-12-27,Gravel Explorer,2200,11,24200
2021-12-27,Roadster GT,2900,14,40600
2021-12-27,Carbon Storm,5000,4,20000
2021-12-27,Titanium Falcon,7500,5,37500
2021-12-27,Speedster Elite,9900,5,49500
2021-12-28,Commuter Swift,495,25,12375
2021-12-28,Urban Rider,350,18,6300
2021-12-28,City Cruiser,400,36,14400
2021-12-28,Mountain Trail Pro,1250,11,13750
2021-12-28,Gravel Explorer,2200,16,35200
2021-12-28,Roadster GT,2900,11,31900
2021-12-28,Carbon Storm,5000,3,15000
2021-12-28,Titanium Falcon,7500,5,37500
2021-12-28,Speedster Elite,9900,5,49500
2021-12-29,Commuter Swift,495,23,11385
2021-12-29,Urban Rider,350,24,8400
2021-12-29,City Cruiser,400,37,14800
2021-12-29,Mountain Trail Pro,1250,10,12500
2021-12-29,Gravel Explorer,2200,13,28600
2021-12-29,Roadster GT,2900,11,31900
2021-12-29,Carbon Storm,5000,4,20000
2021-12-29,Titanium Falcon,7500,4,30000
2021-12-29,Speedster Elite,9900,6,59400
2021-12-30,Commuter Swift,495,19,9405
2021-12-30,Urban Rider,350,17,5950
2021-12-30,City Cruiser,400,30,12000
2021-12-30,Mountain Trail Pro,1250,11,13750
2021-12-30,Gravel Explorer,2200,12,26400
2021-12-30,Roadster GT,2900,13,37700
2021-12-30,Carbon Storm,5000,4,20000
2021-12-30,Titanium Falcon,7500,4,30000
2021-12-30,Speedster Elite,9900,5,49500
2021-12-31,Commuter Swift,495,26,12870
2021-12-31,Urban Rider,350,24,8400
2021-12-31,City Cruiser,400,38,15200
2021-12-31,Mountain Trail Pro,1250,11,13750
2021-12-31,Gravel Explorer,2200,16,35200
2021-12-31,Roadster GT,2900,14,40600
2021-12-31,Carbon Storm,5000,3,15000
2021-12-31,Titanium Falcon,7500,4,30000
2021-12-31,Speedster Elite,9900,5,49500
2022-01-01,Commuter Swift,495,18,8910
2022-01-01,Urban Rider,350,17,5950
2022-01-01,City Cruiser,400,31,12400
2022-01-01,Mountain Trail Pro,1250,14,17500
2022-01-01,Gravel Explorer,2200,11,24200
2022-01-01,Roadster GT,2900,9,26100
2022-01-01,Carbon Storm,5000,3,15000
2022-01-01,Titanium Falcon,7500,3,22500
2022-01-01,Speedster Elite,9900,6,59400
2022-01-02,Commuter Swift,495,21,10395
2022-01-02,Urban Rider,350,19,6650
2022-01-02,City Cruiser,400,33,13200
2022-01-02,Mountain Trail Pro,1250,11,13750
2022-01-02,Gravel Explorer,2200,15,33000
2022-01-02,Roadster GT,2900,13,37700
2022-01-02,Carbon Storm,5000,3,15000
2022-01-02,Titanium Falcon,7500,3,22500
2022-01-02,Speedster Elite,9900,6,59400
2022-01-03,Commuter Swift,495,21,10395
2022-01-03,Urban Rider,350,21,7350
2022-01-03,City Cruiser,400,34,13600
2022-01-03,Mountain Trail Pro,1250,11,13750
2022-01-03,Gravel Explorer,2200,13,28600
2022-01-03,Roadster GT,2900,13,37700
2022-01-03,Carbon Storm,5000,4,20000
2022-01-03,Titanium Falcon,7500,5,37500
2022-01-03,Speedster Elite,9900,6,59400
2022-01-04,Commuter Swift,495,23,11385
2022-01-04,Urban Rider,350,21,7350
2022-01-04,City Cruiser,400,33,13200
2022-01-04,Mountain Trail Pro,1250,13,16250
2022-01-04,Gravel Explorer,2200,11,24200
2022-01-04,Roadster GT,2900,12,34800
2022-01-04,Carbon Storm,5000,5,25000
2022-01-04,Titanium Falcon,7500,3,22500
2022-01-04,Speedster Elite,9900,6,59400
2022-01-05,Commuter Swift,495,18,8910
2022-01-05,Urban Rider,350,20,7000
2022-01-05,City Cruiser,400,32,12800
2022-01-05,Mountain Trail Pro,1250,13,16250
2022-01-05,Gravel Explorer,2200,13,28600
2022-01-05,Roadster GT,2900,10,29000
2022-01-05,Carbon Storm,5000,3,15000
2022-01-05,Titanium Falcon,7500,4,30000
2022-01-05,Speedster Elite,9900,4,39600
2022-01-06,Commuter Swift,495,25,12375
2022-01-06,Urban Rider,350,16,5600
2022-01-06,City Cruiser,400,37,14800
2022-01-06,Mountain Trail Pro,1250,8,10000
2022-01-06,Gravel Explorer,2200,16,35200
2022-01-06,Roadster GT,2900,11,31900
2022-01-06,Carbon Storm,5000,3,15000
2022-01-06,Titanium Falcon,7500,3,22500
2022-01-06,Speedster Elite,9900,4,39600
2022-01-07,Commuter Swift,495,26,12870
2022-01-07,Urban Rider,350,17,5950
2022-01-07,City Cruiser,400,38,15200
2022-01-07,Mountain Trail Pro,1250,12,15000
2022-01-07,Gravel Explorer,2200,14,30800
2022-01-07,Roadster GT,2900,8,23200
2022-01-07,Carbon Storm,5000,5,25000
2022-01-07,Titanium Falcon,7500,4,30000
2022-01-07,Speedster Elite,9900,6,59400
2022-01-08,Commuter Swift,495,17,8415
2022-01-08,Urban Rider,350,17,5950
2022-01-08,City Cruiser,400,31,12400
2022-01-08,Mountain Trail Pro,1250,9,11250
2022-01-08,Gravel Explorer,2200,10,22000
2022-01-08,Roadster GT,2900,9,26100
2022-01-08,Carbon Storm,5000,3,15000
2022-01-08,Titanium Falcon,7500,3,22500
2022-01-08,Speedster Elite,9900,5,49500
2022-01-09,Commuter Swift,495,18,8910
2022-01-09,Urban Rider,350,17,5950
2022-01-09,City Cruiser,400,29,11600
2022-01-09,Mountain Trail Pro,1250,9,11250
2022-01-09,Gravel Explorer,2200,12,26400
2022-01-09,Roadster GT,2900,13,37700
2022-01-09,Carbon Storm,5000,5,25000
2022-01-09,Titanium Falcon,7500,3,22500
2022-01-09,Speedster Elite,9900,5,49500
2022-01-10,Commuter Swift,495,22,10890
2022-01-10,Urban Rider,350,15,5250
2022-01-10,City Cruiser,400,33,13200
2022-01-10,Mountain Trail Pro,1250,13,16250
2022-01-10,Gravel Explorer,2200,14,30800
2022-01-10,Roadster GT,2900,13,37700
2022-01-10,Carbon Storm,5000,3,15000
2022-01-10,Titanium Falcon,7500,5,37500
2022-01-10,Speedster Elite,9900,6,59400
2022-01-11,Commuter Swift,495,25,12375
2022-01-11,Urban Rider,350,15,5250
2022-01-11,City Cruiser,400,30,12000
2022-01-11,Mountain Trail Pro,1250,9,11250
2022-01-11,Gravel Explorer,2200,11,24200
2022-01-11,Roadster GT,2900,13,37700
2022-01-11,Carbon Storm,5000,3,15000
2022-01-11,Titanium Falcon,7500,5,37500
2022-01-11,Speedster Elite,9900,5,49500
2022-01-12,Commuter Swift,495,24,11880
2022-01-12,Urban Rider,350,23,8050
2022-01-12,City Cruiser,400,32,12800
2022-01-12,Mountain Trail Pro,1250,11,13750
2022-01-12,Gravel Explorer,2200,10,22000
2022-01-12,Roadster GT,2900,11,31900
2022-01-12,Carbon Storm,5000,3,15000
2022-01-12,Titanium Falcon,7500,5,37500
2022-01-12,Speedster Elite,9900,4,39600
2022-01-13,Commuter Swift,495,21,10395
2022-01-13,Urban Rider,350,20,7000
2022-01-13,City Cruiser,400,33,13200
2022-01-13,Mountain Trail Pro,1250,12,15000
2022-01-13,Gravel Explorer,2200,15,33000
2022-01-13,Roadster GT,2900,12,34800
2022-01-13,Carbon Storm,5000,3,15000
2022-01-13,Titanium Falcon,7500,4,30000
2022-01-13,Speedster Elite,9900,4,39600
2022-01-14,Commuter Swift,495,17,8415
2022-01-14,Urban Rider,350,24,8400
2022-01-14,City Cruiser,400,31,12400
2022-01-14,Mountain Trail Pro,1250,13,16250
2022-01-14,Gravel Explorer,2200,13,28600
2022-01-14,Roadster GT,2900,10,29000
2022-01-14,Carbon Storm,5000,3,15000
2022-01-14,Titanium Falcon,7500,5,37500
2022-01-14,Speedster Elite,9900,4,39600
2022-01-15,Commuter Swift,495,22,10890
2022-01-15,Urban Rider,350,22,7700
2022-01-15,City Cruiser,400,33,13200
2022-01-15,Mountain Trail Pro,1250,11,13750
2022-01-15,Gravel Explorer,2200,12,26400
2022-01-15,Roadster GT,2900,12,34800
2022-01-15,Carbon Storm,5000,5,25000
2022-01-15,Titanium Falcon,7500,4,30000
2022-01-15,Speedster Elite,9900,5,49500
2022-01-16,Commuter Swift,495,21,10395
2022-01-16,Urban Rider,350,18,6300
2022-01-16,City Cruiser,400,33,13200
2022-01-16,Mountain Trail Pro,1250,11,13750
2022-01-16,Gravel Explorer,2200,13,28600
2022-01-16,Roadster GT,2900,9,26100
2022-01-16,Carbon Storm,5000,3,15000
2022-01-16,Titanium Falcon,7500,5,37500
2022-01-16,Speedster Elite,9900,6,59400
2022-01-17,Commuter Swift,495,17,8415
2022-01-17,Urban Rider,350,21,7350
2022-01-17,City Cruiser,400,27,10800
2022-01-17,Mountain Trail Pro,1250,12,15000
2022-01-17,Gravel Explorer,2200,11,24200
2022-01-17,Roadster GT,2900,12,34800
2022-01-17,Carbon Storm,5000,3,15000
2022-01-17,Titanium Falcon,7500,3,22500
2022-01-17,Speedster Elite,9900,4,39600
2022-01-18,Commuter Swift,495,20,9900
2022-01-18,Urban Rider,350,21,7350
2022-01-18,City Cruiser,400,35,14000
2022-01-18,Mountain Trail Pro,1250,11,13750
2022-01-18,Gravel Explorer,2200,13,28600
2022-01-18,Roadster GT,2900,11,31900
2022-01-18,Carbon Storm,5000,3,15000
2022-01-18,Titanium Falcon,7500,5,37500
2022-01-18,Speedster Elite,9900,6,59400
2022-01-19,Commuter Swift,495,21,10395
2022-01-19,Urban Rider,350,19,6650
2022-01-19,City Cruiser,400,31,12400
2022-01-19,Mountain Trail Pro,1250,12,15000
2022-01-19,Gravel Explorer,2200,11,24200
2022-01-19,Roadster GT,2900,11,31900
2022-01-19,Carbon Storm,5000,5,25000
2022-01-19,Titanium Falcon,7500,4,30000
2022-01-19,Speedster Elite,9900,5,49500
2022-01-20,Commuter Swift,495,16,7920
2022-01-20,Urban Rider,350,20,7000
2022-01-20,City Cruiser,400,30,12000
2022-01-20,Mountain Trail Pro,1250,9,11250
2022-01-20,Gravel Explorer,2200,11,24200
2022-01-20,Roadster GT,2900,8,23200
2022-01-20,Carbon Storm,5000,4,20000
2022-01-20,Titanium Falcon,7500,5,37500
2022-01-20,Speedster Elite,9900,6,59400
2022-01-21,Commuter Swift,495,21,10395
2022-01-21,Urban Rider,350,19,6650
2022-01-21,City Cruiser,400,32,12800
2022-01-21,Mountain Trail Pro,1250,10,12500
2022-01-21,Gravel Explorer,2200,13,28600
2022-01-21,Roadster GT,2900,10,29000
2022-01-21,Carbon Storm,5000,5,25000
2022-01-21,Titanium Falcon,7500,5,37500
2022-01-21,Speedster Elite,9900,5,49500
2022-01-22,Commuter Swift,495,21,10395
2022-01-22,Urban Rider,350,17,5950
2022-01-22,City Cruiser,400,33,13200
2022-01-22,Mountain Trail Pro,1250,7,8750
2022-01-22,Gravel Explorer,2200,14,30800
2022-01-22,Roadster GT,2900,7,20300
2022-01-22,Carbon Storm,5000,4,20000
2022-01-22,Titanium Falcon,7500,3,22500
2022-01-22,Speedster Elite,9900,4,39600
2022-01-23,Commuter Swift,495,21,10395
2022-01-23,Urban Rider,350,14,4900
2022-01-23,City Cruiser,400,27,10800
2022-01-23,Mountain Trail Pro,1250,11,13750
2022-01-23,Gravel Explorer,2200,11,24200
2022-01-23,Roadster GT,2900,8,23200
2022-01-23,Carbon Storm,5000,3,15000
2022-01-23,Titanium Falcon,7500,5,37500
2022-01-23,Speedster Elite,9900,3,29700
2022-01-24,Commuter Swift,495,19,9405
2022-01-24,Urban Rider,350,14,4900
2022-01-24,City Cruiser,400,33,13200
2022-01-24,Mountain Trail Pro,1250,11,13750
2022-01-24,Gravel Explorer,2200,10,22000
2022-01-24,Roadster GT,2900,12,34800
2022-01-24,Carbon Storm,5000,5,25000
2022-01-24,Titanium Falcon,7500,3,22500
2022-01-24,Speedster Elite,9900,5,49500
2022-01-25,Commuter Swift,495,16,7920
2022-01-25,Urban Rider,350,13,4550
2022-01-25,City Cruiser,400,30,12000
2022-01-25,Mountain Trail Pro,1250,10,12500
2022-01-25,Gravel Explorer,2200,11,24200
2022-01-25,Roadster GT,2900,7,20300
2022-01-25,Carbon Storm,5000,4,20000
2022-01-25,Titanium Falcon,7500,5,37500
2022-01-25,Speedster Elite,9900,4,39600
2022-01-26,Commuter Swift,495,16,7920
2022-01-26,Urban Rider,350,14,4900
2022-01-26,City Cruiser,400,27,10800
2022-01-26,Mountain Trail Pro,1250,7,8750
2022-01-26,Gravel Explorer,2200,12,26400
2022-01-26,Roadster GT,2900,9,26100
2022-01-26,Carbon Storm,5000,3,15000
2022-01-26,Titanium Falcon,7500,4,30000
2022-01-26,Speedster Elite,9900,5,49500
2022-01-27,Commuter Swift,495,20,9900
2022-01-27,Urban Rider,350,13,4550
2022-01-27,City Cruiser,400,34,13600
2022-01-27,Mountain Trail Pro,1250,12,15000
2022-01-27,Gravel Explorer,2200,10,22000
2022-01-27,Roadster GT,2900,8,23200
2022-01-27,Carbon Storm,5000,3,15000
2022-01-27,Titanium Falcon,7500,4,30000
2022-01-27,Speedster Elite,9900,3,29700
2022-01-28,Commuter Swift,495,21,10395
2022-01-28,Urban Rider,350,19,6650
2022-01-28,City Cruiser,400,24,9600
2022-01-28,Mountain Trail Pro,1250,9,11250
2022-01-28,Gravel Explorer,2200,10,22000
2022-01-28,Roadster GT,2900,10,29000
2022-01-28,Carbon Storm,5000,4,20000
2022-01-28,Titanium Falcon,7500,4,30000
2022-01-28,Speedster Elite,9900,3,29700
2022-01-29,Commuter Swift,495,16,7920
2022-01-29,Urban Rider,350,13,4550
2022-01-29,City Cruiser,400,24,9600
2022-01-29,Mountain Trail Pro,1250,8,10000
2022-01-29,Gravel Explorer,2200,14,30800
2022-01-29,Roadster GT,2900,8,23200
2022-01-29,Carbon Storm,5000,3,15000
2022-01-29,Titanium Falcon,7500,4,30000
2022-01-29,Speedster Elite,9900,3,29700
2022-01-30,Commuter Swift,495,19,9405
2022-01-30,Urban Rider,350,20,7000
2022-01-30,City Cruiser,400,28,11200
2022-01-30,Mountain Trail Pro,1250,7,8750
2022-01-30,Gravel Explorer,2200,9,19800
2022-01-30,Roadster GT,2900,10,29000
2022-01-30,Carbon Storm,5000,3,15000
2022-01-30,Titanium Falcon,7500,4,30000
2022-01-30,Speedster Elite,9900,4,39600
2022-01-31,Commuter Swift,495,17,8415
2022-01-31,Urban Rider,350,20,7000
2022-01-31,City Cruiser,400,32,12800
2022-01-31,Mountain Trail Pro,1250,11,13750
2022-01-31,Gravel Explorer,2200,9,19800
2022-01-31,Roadster GT,2900,11,31900
2022-01-31,Carbon Storm,5000,5,25000
2022-01-31,Titanium Falcon,7500,4,30000
2022-01-31,Speedster Elite,9900,5,49500
2022-02-01,Commuter Swift,495,15,7425
2022-02-01,Urban Rider,350,21,7350
2022-02-01,City Cruiser,400,25,10000
2022-02-01,Mountain Trail Pro,1250,10,12500
2022-02-01,Gravel Explorer,2200,8,17600
2022-02-01,Roadster GT,2900,10,29000
2022-02-01,Carbon Storm,5000,5,25000
2022-02-01,Titanium Falcon,7500,5,37500
2022-02-01,Speedster Elite,9900,5,49500
2022-02-02,Commuter Swift,495,13,6435
2022-02-02,Urban Rider,350,19,6650
2022-02-02,City Cruiser,400,26,10400
2022-02-02,Mountain Trail Pro,1250,11,13750
2022-02-02,Gravel Explorer,2200,13,28600
2022-02-02,Roadster GT,2900,8,23200
2022-02-02,Carbon Storm,5000,2,10000
2022-02-02,Titanium Falcon,7500,5,37500
2022-02-02,Speedster Elite,9900,4,39600
2022-02-03,Commuter Swift,495,20,9900
2022-02-03,Urban Rider,350,14,4900
2022-02-03,City Cruiser,400,23,9200
2022-02-03,Mountain Trail Pro,1250,8,10000
2022-02-03,Gravel Explorer,2200,13,28600
2022-02-03,Roadster GT,2900,6,17400
2022-02-03,Carbon Storm,5000,2,10000
2022-02-03,Titanium Falcon,7500,3,22500
2022-02-03,Speedster Elite,9900,4,39600
2022-02-04,Commuter Swift,495,21,10395
2022-02-04,Urban Rider,350,14,4900
2022-02-04,City Cruiser,400,25,10000
2022-02-04,Mountain Trail Pro,1250,9,11250
2022-02-04,Gravel Explorer,2200,11,24200
2022-02-04,Roadster GT,2900,11,31900
2022-02-04,Carbon Storm,5000,4,20000
2022-02-04,Titanium Falcon,7500,3,22500
2022-02-04,Speedster Elite,9900,5,49500
2022-02-05,Commuter Swift,495,20,9900
2022-02-05,Urban Rider,350,21,7350
2022-02-05,City Cruiser,400,26,10400
2022-02-05,Mountain Trail Pro,1250,6,7500
2022-02-05,Gravel Explorer,2200,8,17600
2022-02-05,Roadster GT,2900,7,20300
2022-02-05,Carbon Storm,5000,4,20000
2022-02-05,Titanium Falcon,7500,4,30000
2022-02-05,Speedster Elite,9900,5,49500
2022-02-06,Commuter Swift,495,21,10395
2022-02-06,Urban Rider,350,17,5950
2022-02-06,City Cruiser,400,24,9600
2022-02-06,Mountain Trail Pro,1250,7,8750
2022-02-06,Gravel Explorer,2200,8,17600
2022-02-06,Roadster GT,2900,9,26100
2022-02-06,Carbon Storm,5000,4,20000
2022-02-06,Titanium Falcon,7500,2,15000
2022-02-06,Speedster Elite,9900,3,29700
2022-02-07,Commuter Swift,495,15,7425
2022-02-07,Urban Rider,350,16,5600
2022-02-07,City Cruiser,400,27,10800
2022-02-07,Mountain Trail Pro,1250,7,8750
2022-02-07,Gravel Explorer,2200,9,19800
2022-02-07,Roadster GT,2900,7,20300
2022-02-07,Carbon Storm,5000,4,20000
2022-02-07,Titanium Falcon,7500,2,15000
2022-02-07,Speedster Elite,9900,5,49500
2022-02-08,Commuter Swift,495,22,10890
2022-02-08,Urban Rider,350,18,6300
2022-02-08,City Cruiser,400,31,12400
2022-02-08,Mountain Trail Pro,1250,7,8750
2022-02-08,Gravel Explorer,2200,10,22000
2022-02-08,Roadster GT,2900,8,23200
2022-02-08,Carbon Storm,5000,3,15000
2022-02-08,Titanium Falcon,7500,2,15000
2022-02-08,Speedster Elite,9900,3,29700
2022-02-09,Commuter Swift,495,19,9405
2022-02-09,Urban Rider,350,18,6300
2022-02-09,City Cruiser,400,25,10000
2022-02-09,Mountain Trail Pro,1250,7,8750
2022-02-09,Gravel Explorer,2200,12,26400
2022-02-09,Roadster GT,2900,9,26100
2022-02-09,Carbon Storm,5000,3,15000
2022-02-09,Titanium Falcon,7500,2,15000
2022-02-09,Speedster Elite,9900,4,39600
2022-02-10,Commuter Swift,495,20,9900
2022-02-10,Urban Rider,350,13,4550
2022-02-10,City Cruiser,400,26,10400
2022-02-10,Mountain Trail Pro,1250,9,11250
2022-02-10,Gravel Explorer,2200,8,17600
2022-02-10,Roadster GT,2900,8,23200
2022-02-10,Carbon Storm,5000,3,15000
2022-02-10,Titanium Falcon,7500,4,30000
2022-02-10,Speedster Elite,9900,4,39600
2022-02-11,Commuter Swift,495,15,7425
2022-02-11,Urban Rider,350,20,7000
2022-02-11,City Cruiser,400,29,11600
